Date,USD,CAD
28 Jul 2011,1,0.9482
27 Jul 2011,1,0.9432
26 Jul 2011,1,0.9414
25 Jul 2011,1,0.9457
24 Jul 2011,1,0.9491
23 Jul 2011,1,0.9491
22 Jul 2011,1,0.9491
21 Jul 2011,1,0.9455
20 Jul 2011,1,0.9468
19 Jul 2011,1,0.9558
18 Jul 2011,1,0.9592
17 Jul 2011,1,0.9578
16 Jul 2011,1,0.9578
15 Jul 2011,1,0.9578
14 Jul 2011,1,0.9576
13 Jul 2011,1,0.9612
12 Jul 2011,1,0.972
11 Jul 2011,1,0.9695
10 Jul 2011,1,0.9581
09 Jul 2011,1,0.9581
08 Jul 2011,1,0.9581
07 Jul 2011,1,0.9643
06 Jul 2011,1,0.9661
05 Jul 2011,1,0.9632
04 Jul 2011,1,0.9599
03 Jul 2011,1,0.9638
02 Jul 2011,1,0.9638
01 Jul 2011,1,0.9638
30 Jun 2011,1,0.9653
29 Jun 2011,1,0.9731
28 Jun 2011,1,0.9866
27 Jun 2011,1,0.9895
26 Jun 2011,1,0.9818
25 Jun 2011,1,0.9818
24 Jun 2011,1,0.9818
23 Jun 2011,1,0.9742
22 Jun 2011,1,0.9729
21 Jun 2011,1,0.9756
20 Jun 2011,1,0.9838
19 Jun 2011,1,0.9788
18 Jun 2011,1,0.9788
17 Jun 2011,1,0.9788
16 Jun 2011,1,0.9887
15 Jun 2011,1,0.9699
14 Jun 2011,1,0.9741
13 Jun 2011,1,0.9775
12 Jun 2011,1,0.9716
11 Jun 2011,1,0.9716
10 Jun 2011,1,0.9716
09 Jun 2011,1,0.9784
08 Jun 2011,1,0.9811
07 Jun 2011,1,0.9758
06 Jun 2011,1,0.9809
05 Jun 2011,1,0.9785
04 Jun 2011,1,0.9785
03 Jun 2011,1,0.9785
02 Jun 2011,1,0.9775
01 Jun 2011,1,0.9681
31 May 2011,1,0.9722
30 May 2011,1,0.9758
29 May 2011,1,0.9762
28 May 2011,1,0.9762
27 May 2011,1,0.9762
26 May 2011,1,0.9779
25 May 2011,1,0.9786
24 May 2011,1,0.9781
23 May 2011,1,0.979
22 May 2011,1,0.9692
21 May 2011,1,0.9692
20 May 2011,1,0.9692
19 May 2011,1,0.9677
18 May 2011,1,0.9742
17 May 2011,1,0.9751
16 May 2011,1,0.9744
15 May 2011,1,0.9631
14 May 2011,1,0.9631
13 May 2011,1,0.9631
12 May 2011,1,0.9664
11 May 2011,1,0.9543
10 May 2011,1,0.9595
09 May 2011,1,0.9644
08 May 2011,1,0.9639
07 May 2011,1,0.9639
06 May 2011,1,0.9639
05 May 2011,1,0.9655
04 May 2011,1,0.9525
03 May 2011,1,0.9537
02 May 2011,1,0.9495
01 May 2011,1,0.949
30 Apr 2011,1,0.949
29 Apr 2011,1,0.949
28 Apr 2011,1,0.9507
27 Apr 2011,1,0.9523
26 Apr 2011,1,0.9529
25 Apr 2011,1,0.948
24 Apr 2011,1,0.948
23 Apr 2011,1,0.948
22 Apr 2011,1,0.948
21 Apr 2011,1,0.948
20 Apr 2011,1,0.9513
19 Apr 2011,1,0.9575
18 Apr 2011,1,0.9647
17 Apr 2011,1,0.9643
16 Apr 2011,1,0.9643
15 Apr 2011,1,0.9643
14 Apr 2011,1,0.9656
13 Apr 2011,1,0.9617
12 Apr 2011,1,0.9581
11 Apr 2011,1,0.9569
10 Apr 2011,1,0.9542
09 Apr 2011,1,0.9542
08 Apr 2011,1,0.9542
07 Apr 2011,1,0.9588
06 Apr 2011,1,0.959
05 Apr 2011,1,0.9654
04 Apr 2011,1,0.9634
03 Apr 2011,1,0.9678
02 Apr 2011,1,0.9678
01 Apr 2011,1,0.9678
31 Mar 2011,1,0.9703
30 Mar 2011,1,0.9705
29 Mar 2011,1,0.9766
28 Mar 2011,1,0.9787
27 Mar 2011,1,0.9761
26 Mar 2011,1,0.9761
25 Mar 2011,1,0.9761
24 Mar 2011,1,0.9779
23 Mar 2011,1,0.9826
22 Mar 2011,1,0.9789
21 Mar 2011,1,0.9765
20 Mar 2011,1,0.9833
19 Mar 2011,1,0.9833
18 Mar 2011,1,0.9833
17 Mar 2011,1,0.986
16 Mar 2011,1,0.9849
15 Mar 2011,1,0.9924
14 Mar 2011,1,0.9748
13 Mar 2011,1,0.9793
12 Mar 2011,1,0.9793
11 Mar 2011,1,0.9793
10 Mar 2011,1,0.971
09 Mar 2011,1,0.9679
08 Mar 2011,1,0.9742
07 Mar 2011,1,0.9706
06 Mar 2011,1,0.9726
05 Mar 2011,1,0.9726
04 Mar 2011,1,0.9726
03 Mar 2011,1,0.9725
02 Mar 2011,1,0.9743
01 Mar 2011,1,0.9698
28 Feb 2011,1,0.9784
27 Feb 2011,1,0.98
26 Feb 2011,1,0.98
25 Feb 2011,1,0.98
24 Feb 2011,1,0.9838
23 Feb 2011,1,0.9926
22 Feb 2011,1,0.9871
21 Feb 2011,1,0.9836
20 Feb 2011,1,0.9832
19 Feb 2011,1,0.9832
18 Feb 2011,1,0.9832
17 Feb 2011,1,0.9828
16 Feb 2011,1,0.9865
15 Feb 2011,1,0.9857
14 Feb 2011,1,0.9881
13 Feb 2011,1,0.9956
12 Feb 2011,1,0.9956
11 Feb 2011,1,0.9956
10 Feb 2011,1,0.9976
09 Feb 2011,1,0.9946
08 Feb 2011,1,0.9902
07 Feb 2011,1,0.9872
06 Feb 2011,1,0.9866
05 Feb 2011,1,0.9866
04 Feb 2011,1,0.9866
03 Feb 2011,1,0.9892
02 Feb 2011,1,0.9888
01 Feb 2011,1,0.9972
31 Jan 2011,1,0.9991
30 Jan 2011,1,0.9952
29 Jan 2011,1,0.9952
28 Jan 2011,1,0.9952
27 Jan 2011,1,0.9953
26 Jan 2011,1,0.9963
25 Jan 2011,1,0.9999
24 Jan 2011,1,0.9946
23 Jan 2011,1,0.9966
22 Jan 2011,1,0.9966
21 Jan 2011,1,0.9966
20 Jan 2011,1,0.9993
19 Jan 2011,1,0.9913
18 Jan 2011,1,0.9859
17 Jan 2011,1,0.9871
16 Jan 2011,1,0.9963
15 Jan 2011,1,0.9963
14 Jan 2011,1,0.9963
13 Jan 2011,1,0.9889
12 Jan 2011,1,0.9854
11 Jan 2011,1,0.9916
10 Jan 2011,1,0.9959
09 Jan 2011,1,0.9927
08 Jan 2011,1,0.9927
07 Jan 2011,1,0.9927
06 Jan 2011,1,0.9939
05 Jan 2011,1,1.0004
04 Jan 2011,1,0.9932
03 Jan 2011,1,0.9913
02 Jan 2011,1,0.997
01 Jan 2011,1,0.997
31 Dec 2010,1,0.997
30 Dec 2010,1,0.9996
29 Dec 2010,1,1.0014
28 Dec 2010,1,1.002
27 Dec 2010,1,1.0079
26 Dec 2010,1,1.0105
25 Dec 2010,1,1.0105
24 Dec 2010,1,1.0105
23 Dec 2010,1,1.016
22 Dec 2010,1,1.016
21 Dec 2010,1,1.0194
20 Dec 2010,1,1.0129
19 Dec 2010,1,1.0074
18 Dec 2010,1,1.0074
17 Dec 2010,1,1.0074
16 Dec 2010,1,1.0045
15 Dec 2010,1,1.006
14 Dec 2010,1,1.0071
13 Dec 2010,1,1.0069
12 Dec 2010,1,1.0096
11 Dec 2010,1,1.0096
10 Dec 2010,1,1.0096
09 Dec 2010,1,1.0106
08 Dec 2010,1,1.0122
07 Dec 2010,1,1.0017
06 Dec 2010,1,1.0065
05 Dec 2010,1,1.0017
04 Dec 2010,1,1.0017
03 Dec 2010,1,1.0017
02 Dec 2010,1,1.0103
01 Dec 2010,1,1.0187
30 Nov 2010,1,1.0237
29 Nov 2010,1,1.0215
28 Nov 2010,1,1.0225
27 Nov 2010,1,1.0225
26 Nov 2010,1,1.0225
25 Nov 2010,1,1.01
24 Nov 2010,1,1.0163
23 Nov 2010,1,1.0225
22 Nov 2010,1,1.016
21 Nov 2010,1,1.0207
20 Nov 2010,1,1.0207
19 Nov 2010,1,1.0207
18 Nov 2010,1,1.0182
17 Nov 2010,1,1.022
16 Nov 2010,1,1.0151
15 Nov 2010,1,1.009
14 Nov 2010,1,1.0102
13 Nov 2010,1,1.0102
12 Nov 2010,1,1.0102
11 Nov 2010,1,1.0031
10 Nov 2010,1,1.0045
09 Nov 2010,1,0.999
08 Nov 2010,1,1.0031
07 Nov 2010,1,1.0011
06 Nov 2010,1,1.0011
05 Nov 2010,1,1.0011
04 Nov 2010,1,1.0018
03 Nov 2010,1,1.0087
02 Nov 2010,1,1.0107
01 Nov 2010,1,1.0168
31 Oct 2010,1,1.0211
30 Oct 2010,1,1.0211
29 Oct 2010,1,1.0211
28 Oct 2010,1,1.0244
27 Oct 2010,1,1.0295
26 Oct 2010,1,1.0239
25 Oct 2010,1,1.0185
24 Oct 2010,1,1.0262
23 Oct 2010,1,1.0262
22 Oct 2010,1,1.0262
21 Oct 2010,1,1.0203
20 Oct 2010,1,1.0288
19 Oct 2010,1,1.0258
18 Oct 2010,1,1.0213
17 Oct 2010,1,1.0054
16 Oct 2010,1,1.0054
15 Oct 2010,1,1.0054
14 Oct 2010,1,0.9991
13 Oct 2010,1,1.0029
12 Oct 2010,1,1.0137
11 Oct 2010,1,1.0118
